word,rt,correct
attempt,530.2531607343375,1
autonomous,1142.9765438127943,0
autonomous,1107.4916663647323,1
autonomous,1071.914031969064,1
autonomous,1048.0595274597688,0
autonomous,1145.4745255097682,1
autonomous,1028.052722238497,1
autonomous,1228.8055637325645,1
autonomous,1173.1497482413045,1
autonomous,1151.4929734313876,1
autonomous,1224.1590983945514,1
autonomous,941.8025768668356,1
autonomous,997.93230332643,1
autonomous,1177.6559020469124,1
autonomous,1053.3156186846536,1
autonomous,1064.7382197008053,1
autonomous,985.2238903151779,1
autonomous,1028.3026747022668,1
autonomous,1231.254179660784,1
autonomous,1175.221790088089,0
autonomous,1144.3736123694875,1
available,715.3362173762226,1
available,785.1009814645362,1
available,887.8273326285675,1
available,702.5823574874113,1
available,769.4011509503038,1
available,949.980063563551,1
available,843.6751935455475,1
available,716.6533224105732,1
available,835.0809962217196,1
available,615.8775280109543,1
available,765.4566570899954,1
available,834.9672097550678,1
available,810.9197851005963,1
available,833.9585745283823,1
available,856.2922154548904,1
available,818.8180079228437,1
available,815.8618219132586,1
available,793.6687687163111,1
available,664.7943459591737,1
available,878.2152853332904,1
avoid,654.5544846143345,1
avoid,726.6600697372625,1
avoid,752.3383805975998,1
avoid,606.9055271782626,1
avoid,615.0603772567684,1
avoid,627.592787653136,1
avoid,784.0856125573521,1
avoid,569.0492697780496,1
avoid,803.2077884353732,1
avoid,678.1654776511574,1
avoid,685.2150265869259,1
avoid,747.4730795623437,1
avoid,666.7383989275424,1
avoid,765.0580375065351,1
avoid,606.7811549899628,1
avoid,799.444744018558,1
avoid,613.9597478599228,1
avoid,803.8484477117701,1
avoid,616.4913182904143,1
avoid,630.3315391139492,1
away,562.3559233247931,1
away,585.9902434895871,1
away,659.3015112613218,1
away,686.191473253652,1
away,761.2022398476583,1
away,641.3711155774491,1
away,550.4977978437702,0
away,701.010974618405,1
away,679.4152208213055,1
away,712.0151264008149,1
away,598.9960015748684,1
away,609.6703044998183,1
away,599.0312872693482,1
away,781.6716531107552,1
away,804.8204247989854,1
away,605.6953706250523,1
away,607.5476955719029,1
away,726.0631817755511,1
away,817.5205201330061,1
away,842.3577673095522,1
awkward,688.7211309515613,1
awkward,711.2298440064015,1
awkward,778.5865390724905,1
awkward,783.4456789987025,1
awkward,732.305277250595,1
awkward,670.1702755461546,1
awkward,746.6873027126203,1
awkward,929.4557863517788,1
awkward,698.2388700963828,1
awkward,772.3787951638899,1
awkward,1002.6932425873622,1
awkward,696.9131227079679,1
awkward,818.1891489626312,1
awkward,934.6707325736033,1
awkward,809.0654830692309,1
awkward,860.8703580582908,1
awkward,832.0482181197365,1
awkward,800.7274031107298,1
awkward,888.2158991037527,1
awkward,814.8709887589642,1
babies,717.9681919683145,1
babies,749.3513686433322,1
babies,771.5473308872901,1
babies,695.3461187672639,1
babies,753.7899068019902,1
babies,739.3236548156149,1
babies,799.2284181141075,1
babies,951.005472330546,1
babies,759.6183683710755,1
babies,892.4253279763474,1
babies,795.4696509716539,1
babies,753.3409123156357,1
babies,690.0366385449471,1
babies,754.0889992898307,1
babies,747.9769674146876,1
babies,664.6679185060826,1
babies,678.7878152728412,1
babies,772.4011875064521,1
babies,891.2324029234339,1
babies,728.1049738927012,1
balconies,1000.8986099583757,1
balconies,925.8194043379918,0
balconies,1043.5767182869288,1
balconies,1216.5356447299355,0
balconies,1017.6695601329106,0
balconies,1232.9457328280146,1
balconies,1210.7201177958661,1
balconies,1135.7824136220618,0
balconies,993.1474829075262,0
balconies,1076.5091930118756,1
balconies,1121.5763942143672,1
balconies,1180.9055396514298,1
balconies,1020.5460575809556,0
balconies,1290.076460407326,1
balconies,1179.9725346377704,0
balconies,1191.3753219153784,0
balconies,1209.9722759867545,1
balconies,1278.615253013243,1
balconies,1165.352116970147,0
balconies,1216.6003757588512,1
bank,553.390769794073,1
bank,801.1240432910815,1
bank,633.8404414910789,1
bank,552.9248342525119,1
bank,576.411656678522,1
bank,432.07592690544686,1
bank,575.7993680750923,1
bank,378.6420673371043,1
bank,699.6100158650831,1
bank,663.5757561784965,1
bank,524.3323856870787,1
bank,616.258864385802,1
bank,620.6697460909431,1
bank,505.19353108074574,1
bank,598.9335826170336,1
bank,623.718583899453,1
bank,596.3122617479403,1
bank,552.8315752002201,1
bank,520.8679990105085,1
bank,592.9199707114045,1
being,600.8721010217204,1
being,715.2482781356159,1
being,797.9255436586002,1
being,750.4533682912769,1
being,663.9530369920175,1
being,593.2963222294426,1
being,747.5093220027733,1
being,721.507180168197,1
being,789.7294065634326,1
being,677.74996046924,1
being,831.5863803165249,1
being,677.7810783462647,1
being,592.8481996385552,1
being,609.6014165945678,1
being,710.2735488035499,1
being,600.6199996061421,1
being,830.7443170100712,1
being,701.6223669674032,0
being,661.79034781682,1
being,669.9931326718262,1
best,621.5023462576655,1
best,480.38159261224104,1
best,598.9213537700626,1
best,804.6386763290033,1
best,669.6851818559973,1
best,751.9498302612154,1
best,755.1080833431296,1
best,643.3891530499293,1
best,712.472287841342,1
best,489.60078430157506,1
best,794.8940349725896,1
best,785.2491354147452,1
best,696.6430186282739,1
best,673.3073765823907,1
best,644.6845929008555,1
best,764.5129019259365,1
best,724.4098710648345,1
best,362.3857379369925,1
best,610.9959058596868,1
best,535.2730105373856,1
bill,579.8918524279095,1
bill,825.4426787378519,1
bill,704.6679421120816,1
bill,757.0640827223122,1
bill,717.0421891060256,1
bill,581.060777581143,1
bill,553.7018101340249,1
bill,666.5484839034087,1
bill,674.494786559214,1
bill,674.4342295681571,1
bill,677.1964948782618,1
bill,917.0347983560841,1
bill,812.3883454031842,1
bill,733.2389159026513,1
bill,702.1998740585937,1
bill,705.6377763490159,1
bill,782.624007721558,1
bill,701.2883419891418,1
bill,800.9927674702482,1
bill,744.0088475897993,1
bleak,1096.4574704780728,1
bleak,873.6610371844827,1
bleak,998.4382816737517,1
bleak,783.629407287447,0
bleak,825.2431039304195,0
bleak,1079.0231353866786,1
bleak,974.6267730688754,0
bleak,937.1881887972604,0
bleak,1127.9615585238275,0
bleak,881.8581202966415,1
bleak,998.1725932957984,1
bleak,1006.323030556038,0
bleak,1050.9631532301096,1
bleak,772.9854606981312,0
bleak,881.2061653407007,0
bleak,920.4962410303481,0
bleak,1048.9911269058648,0
bleak,932.973430151398,1
bleak,1006.5670488924641,0
bleak,764.8592184863007,0
boast,677.2536496640008,1
boast,844.5806813311619,1
boast,689.7028175716131,1
boast,708.5679047581467,1
boast,866.4605063224972,1
boast,622.3138651681672,1
boast,643.1138252310498,1
boast,574.7010206592502,1
boast,871.2115160136369,1
boast,807.9917089342634,1
boast,805.1865486991594,1
boast,674.5268616491378,1
boast,568.0527533236404,1
boast,542.4701253043108,1
boast,845.4372818510518,1
boast,763.4009120052359,1
boast,782.9028589786765,1
boast,735.1291423969376,1
boast,631.6135411133324,1
boast,678.9424923133225,1
body,539.7408892849082,1
body,528.2410682784229,1
body,730.4316606002313,1
body,481.54993963768226,1
body,540.3512606461691,1
body,616.1366850002976,1
body,649.137550614596,1
body,505.1974505081796,1
body,479.3006266468331,1
body,682.6474737960399,1
body,660.9914134064662,1
body,775.0140429973844,1
body,650.8297503032284,1
body,692.9298029036388,1
body,568.4008312193245,1
body,572.3099082449052,1
body,514.2136764608715,1
body,569.3094802204093,1
body,609.1050321707972,1
body,763.3742072673734,1
bombers,900.8152946740242,0
bombers,1198.8649127773388,1
bombers,1047.72768809321,1
bombers,1025.7299097451498,1
bombers,988.731147197911,0
bombers,969.6497998371511,0
bombers,928.6008214992166,0
bombers,847.3697020420922,0
bombers,903.9825432030269,0
bombers,1148.2616805444068,0
bombers,1041.2483079185276,1
bombers,1147.189662312854,1
bombers,926.1819086051356,1
bombers,882.8743269307133,1
bombers,987.7583468259227,1
bombers,907.3526768941359,0
bombers,1007.7285911790748,0
bombers,828.7604353796373,0
bombers,784.9764357428545,1
bombers,1021.7556569847573,0
box,812.4072386837703,1
box,687.0519009366045,1
box,700.9826912521722,1
box,652.7505391412411,1
box,662.0860824036077,1
box,503.77855030950195,1
box,571.5970057410233,1
box,768.7593175210437,1
box,535.9187235327421,0
box,613.5091550305198,1
box,766.4597699979183,1
box,659.3216913639905,1
box,664.3549116490032,1
box,614.2383535797499,1
box,715.960867668859,1
box,740.8202316794584,1
box,566.5510539492051,1
box,512.0267046442221,1
box,461.5294626896703,1
box,695.9491326912544,1
bravest,974.9078604530964,0
bravest,1185.349951743279,1
bravest,944.2329358547564,1
bravest,926.1610346808857,0
bravest,962.7892314071903,1
bravest,968.2197806196014,1
bravest,918.5540243304591,1
bravest,860.4754840507155,1
bravest,938.8681157369127,1
bravest,935.1381003355796,1
bravest,933.5473041254855,1
bravest,1017.8266299200286,1
bravest,937.085261984338,1
bravest,804.866376764984,1
bravest,875.0987797840717,1
bravest,917.3528697014553,1
bravest,941.7149924897107,0
bravest,989.0192754356731,1
bravest,942.497441481012,1
bravest,738.5033433646129,1
breed,672.2305257158893,1
breed,853.1928729996205,1
breed,771.8557129069792,1
breed,942.2726136849952,0
breed,808.0667457202112,0
breed,759.491402888196,1
breed,731.8597336459061,1
breed,762.9530313511872,1
breed,809.2573981049865,1
breed,793.5046020153414,1
breed,888.1554135441324,1
breed,644.7102031550097,1
breed,656.5121301584579,1
breed,770.7234598107317,1
breed,847.3462728204788,1
breed,869.1155160302648,1
breed,735.5489599273282,1
breed,534.0957707855091,1
breed,738.5755551747518,1
breed,832.3804005402546,1
broader,864.0290150827004,1
broader,923.4891499601088,1
broader,985.2171501664491,1
broader,849.707042697303,1
broader,821.2317748808489,1
broader,777.0797285973099,1
broader,728.3698857068644,1
broader,704.2038602123258,1
broader,798.6527261340083,1
broader,969.5504687396076,1
broader,933.3525871339268,1
broader,816.7688591854297,1
broader,1081.2908213265503,1
broader,804.9885076996661,1
broader,995.7341289398797,1
broader,1021.7111196726852,1
broader,911.5572142939116,1
broader,797.7884630247893,1
broader,829.0278448687891,1
broader,884.0280305864908,1
bump,716.9173710470303,1
bump,754.4685961489348,0
bump,746.938901731806,1
bump,905.2952752527286,1
bump,970.2004154662997,1
bump,923.5253310665066,1
bump,951.2347685805817,1
bump,775.9504911430539,1
bump,819.3620161157864,1
bump,826.5466983544952,0
bump,897.2187772081608,1
bump,1068.1302344901085,0
bump,787.2781769619857,0
bump,944.4140128081237,1
bump,1004.4768426412531,0
bump,902.4135756289623,1
bump,815.1347270457114,0
bump,767.7090332660994,1
bump,747.1490805978966,1
bump,654.9943410623998,1
burial,938.0046376414228,0
burial,932.4486700111079,0
burial,1046.1773488359745,0
burial,901.8222561431062,0
burial,943.4178286213588,0
burial,988.3879950488299,1
burial,1009.2274951638251,0
burial,1033.6177786049818,0
burial,978.2321558703707,0
burial,830.4468052044153,0
burial,1000.0987951752642,0
burial,894.9943106208171,1
burial,1083.9583071433635,0
burial,962.2571576736061,1
burial,984.2053179488569,1
burial,1220.2983114180395,0
burial,1035.4641621104533,0
burial,998.2458384882777,0
burial,946.2844016016226,1
burial,837.7001763710634,1
bus,600.3876742713975,1
bus,536.23795457907,1
bus,788.2804504351406,1
bus,660.7571529822981,1
bus,740.9531486645651,1
bus,560.3117095680617,1
bus,542.800168691776,1
bus,686.1180433843858,1
bus,532.54078221979,1
bus,577.544169967659,1
bus,793.9863851233405,1
bus,581.3263814385398,1
bus,479.4534267066968,1
bus,445.2091188019224,1
bus,468.7243685429905,1
bus,747.5484103427182,1
bus,566.1041854107552,1
bus,877.1099285668251,1
bus,775.5009952567875,1
bus,821.8992888159122,1
business,783.3462525811462,1
business,740.1926949201184,1
business,599.1201116577694,1
business,680.6025542589049,1
business,750.5787447456715,1
business,776.4705208570512,1
business,566.7710885866495,1
business,661.5740540720283,1
business,672.6719314157301,1
business,668.7652491616717,1
business,578.5213175670796,1
business,866.3492566334189,1
business,658.2915901150169,1
business,584.9960763276521,1
business,869.3986305934609,1
business,835.2643528272189,1
business,695.0286246911204,1
business,504.0960634437149,1
business,634.3363498131758,1
business,521.4696932733206,1
buy,684.7100106569717,1
buy,580.0799160338089,1
buy,630.5985094949364,1
buy,810.5751596669744,1
buy,573.128793963822,1
buy,680.2274256075024,1
buy,709.9580278384691,1
buy,756.0433223884307,1
buy,623.3345923520047,1
buy,612.9826249823035,1
buy,610.7021108098473,1
buy,670.0865506816178,1
buy,782.6188568959521,1
buy,606.2376398957432,1
buy,390.9259739727059,1
buy,721.754539636105,1
buy,640.0490717224873,1
buy,684.9439217704099,1
buy,477.09541431134573,1
buy,580.4447322653706,1
calmer,1023.1564679621828,1
calmer,818.3010576830751,1
calmer,990.3729982433526,1
calmer,940.1658517702516,1
calmer,870.2708423201951,0
calmer,862.704756298562,1
calmer,842.1478181021603,0
calmer,949.8979849847972,1
calmer,961.3741555277226,1
calmer,907.0272160916678,1
calmer,836.5160988014393,1
calmer,651.5949516505393,0
calmer,987.3859804157668,1
calmer,1034.1234841086196,1
calmer,1005.6454261005198,1
calmer,1149.4795469711698,1
calmer,925.440355889516,1
calmer,1081.2176419148184,1
calmer,879.1335820875465,1
calmer,863.8107993349746,1
capable,811.9070315994795,1
capable,962.107845846956,1
capable,770.4588731084456,0
capable,643.3209191303342,1
capable,887.9509777147159,1
capable,791.8562802987198,1
capable,829.5152908365686,1
capable,724.4608949904815,1
capable,810.9670410537765,1
capable,655.8122021682633,1
capable,986.9697776217546,1
capable,907.6448065714649,1
capable,806.4255510527403,1
capable,884.917367512222,1
capable,735.2850167682539,1
capable,902.6360817581161,1
capable,766.1624667893459,1
capable,759.2751536758003,1
capable,704.1277420650647,1
capable,841.9999065593461,1
capture,757.2919456672759,0
capture,896.0920555415429,1
capture,648.630647185312,1
capture,797.7007097207648,1
capture,873.608605156475,1
capture,1013.8263642018613,1
capture,774.3084301577336,1
capture,719.5533707189312,1
capture,771.7160976269614,1
capture,886.629753560796,1
capture,886.5815067339865,1
capture,743.0631473008922,1
capture,884.5694546561109,1
capture,752.5831937701118,1
capture,838.9320026504553,1
capture,809.5433568201379,1
capture,715.6941850956179,1
capture,662.6289815501498,1
capture,876.5858520825496,1
capture,907.0016051922452,1
cart,887.943009033661,1
cart,845.1504393609084,1
cart,729.6660208840198,1
cart,966.3379388461565,1
cart,875.8987871546143,1
cart,821.6795026295923,0
cart,934.6997297457244,1
cart,712.9720319753252,1
cart,747.5368675394426,1
cart,779.7955029475149,1
cart,898.9607849658915,0
cart,865.5281781939599,0
cart,911.042146856177,1
cart,958.5399841956224,0
cart,914.8273701202731,1
cart,1037.5581934895215,1
cart,958.2780669286973,1
cart,835.5318836046403,1
cart,794.0371814046077,0
cart,838.5166717695839,0
caught,742.675181713904,1
caught,628.1813629430156,1
caught,745.6110480887503,1
caught,733.2667484013053,1
caught,578.1861297955405,1
caught,780.3282116175033,1
caught,708.458731340134,1
caught,855.5483676795122,1
caught,669.7880394112268,1
caught,641.4120217165726,1
caught,566.3617580853646,1
caught,564.9497078420807,1
caught,766.7607591973576,1
caught,842.7913372581926,1
caught,661.2850781462529,1
caught,654.847827680999,1
caught,678.7352163113181,1
caught,787.9178302608191,1
caught,578.9946865809426,1
caught,695.5668982734785,1
characterize,1047.219762978243,1
characterize,999.8094169939845,1
characterize,679.3767707000763,1
characterize,1017.4875319530908,1
characterize,1000.8202599524981,0
characterize,1087.0658545162958,1
characterize,1110.9278257988647,1
characterize,1081.1914453584047,1
characterize,957.2433638901593,1
characterize,789.5034188102832,1
characterize,1166.7942717497815,0
characterize,932.1114187567664,1
characterize,954.0602446372454,1
characterize,1119.2051040430754,1
characterize,875.4529414301952,1
characterize,817.6977488779295,1
characterize,906.7697775482741,0
characterize,880.4579020126145,1
characterize,809.0682536328167,1
characterize,941.3894427371306,1
checks,763.1539752934503,1
checks,609.154850053507,1
checks,723.9890922950136,1
checks,679.6943594409416,1
checks,567.3927530354255,1
checks,766.4126079147417,1
checks,776.2296628237689,1
checks,679.713066826118,1
checks,862.5107138598598,1
checks,757.0411648671942,1
checks,684.0693233089537,1
checks,603.5385607387173,1
checks,781.6226651011483,1
checks,805.7825023229933,1
checks,706.603894831656,1
checks,769.589301198555,1
checks,916.1320628255424,1
checks,844.5939315865531,1
checks,539.7284598670694,1
checks,682.994668075758,1
children,658.3943032907695,1
children,679.2051882958768,1
children,688.3854671966727,1
children,715.7140649569409,1
children,661.6611867715739,1
children,673.4049622944848,1
children,766.8336633913245,1
children,700.2324165201824,1
children,557.1473792679338,1
children,682.3759705776523,1
children,658.6662488561069,1
children,483.33509545023605,1
children,687.50563919974,1
children,568.7524859074042,1
