,trial_type,trial_index,time_elapsed,internal_node_id,rt,stimulus,key_press,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
119,html-keyboard-response,119,203045,0.0-16.15-3.15,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,html-keyboard-response,120,203646,0.0-16.16-0.16,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,html-keyboard-response,121,203897,0.0-16.16-1.16,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,RDK,122,205861,0.0-16.16-2.16,1963.1100000115111,,75.0,,False,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.12589254117941676",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.424280821983638,"[26.07500000158325,13.314999989233911,16.330000013113022,10.349999996833503,13.340000004973263,13.439999980619177,13.260000006994233,16.44999999552965,13.230000011390075,10.325000010197982,13.37000000057742,13.269999995827675,13.439999980619177,13.300000020535663,13.319999998202547,13.405000005150214,13.344999984838068,13.215000013587996,13.334999996004626,13.485000003129244,13.305000000400469,13.244999980088323,13.305000000400469,13.430000020889565,17.164999997476116,9.504999994533136,13.269999995827675,13.405000005150214,13.379999989410862,13.29000000259839,13.41000001411885,13.264999986859038,13.24999998905696,13.325000007171184,13.414999993983656,13.400000025285408,13.419999973848462,13.13000000664033,13.460000016493723,13.225000002421439,16.339999972842634,10.425000014947727,13.234999991254881,13.340000004973263,13.460000016493723,13.28999997349456,16.550000000279397,13.09000002220273,10.37999999243766,13.344999984838068,13.335000025108457,13.32999998703599,13.41000001411885,13.234999991254881,13.500000000931323,13.234999991254881,13.399999996181577,13.189999997848645,13.334999996004626,13.325000007171184,13.349999993806705,13.37000000057742,13.425000011920929,13.199999986682087,13.41000001411885,13.444999989587814,13.254999998025596,13.37000000057742,16.390000004321337,10.775000002468005,12.840000010328367,13.275000004796311,13.435000000754371,13.139999995473772,13.514999998733401,13.234999991254881,13.260000006994233,16.629999998258427,10.13999999850057,13.240000000223517,13.565000001108274,13.260000006994233,13.259999977890402,13.46500002546236,13.334999996004626,13.299999991431832,13.334999996004626,13.325000007171184,13.390000007348135,13.349999993806705,13.37000000057742,13.16999999107793,13.29000000259839,13.345000013941899,13.384999998379499,16.314999986207113,10.414999997010455,13.349999993806705,13.295000011567026,13.41000001411885,13.279999984661117,13.425000011920929,13.294999982463196,13.180000009015203,13.644999999087304,13.215000013587996,13.504999980796129,13.0899999930989,13.380000018514693,13.390000007348135,13.229999982286245,13.405000005150214,13.379999989410862,13.204999995650724,13.400000025285408,13.32999998703599,13.414999993983656,13.435000000754371,13.189999997848645,13.29000000259839,13.399999996181577,13.44999999855645,13.13000000664033,13.44999999855645,13.29000000259839,13.440000009723008,13.269999995827675,13.204999995650724,13.440000009723008,13.340000004973263,13.429999991785735,13.355000002775341,13.24999998905696,13.33000001613982,13.32999998703599,13.24999998905696,13.37000000057742,13.440000009723008,13.200000015785918,13.344999984838068,13.325000007171184,13.379999989410862,13.299999991431832,13.390000007348135,13.315000018337741,13.254999998025596]",146.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
123,html-keyboard-response,123,206413,0.0-16.16-3.16,,<h2 style='background: white;padding: 10px;'> <font color='red'> Wrong. </font>  </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,html-keyboard-response,124,206915,0.0-16.17-0.17,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,html-keyboard-response,125,207167,0.0-16.17-1.17,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,RDK,126,208426,0.0-16.17-2.17,1258.5499999986494,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.5011872336272722,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.320851063868526,"[11.2749999971129,13.384999998379499,13.254999998025596,13.184999988880008,13.440000009723008,13.240000000223517,13.310000009369105,13.48999998299405,13.260000006994233,13.334999996004626,13.37000000057742,13.349999993806705,13.305000000400469,13.435000000754371,13.245000009192154,13.295000011567026,13.429999991785735,13.245000009192154,13.534999976400286,13.13000000664033,13.399999996181577,13.340000004973263,13.260000006994233,13.509999989764765,13.219999993452802,13.315000018337741,13.405000005150214,13.37000000057742,13.414999993983656,13.175000000046566,13.424999982817098,13.280000013764948,13.40999998501502,13.33000001613982,13.344999984838068,13.180000009015203,13.440000009723008,13.359999982640147,13.300000020535663,13.254999998025596,13.359999982640147,13.350000022910535,13.364999991608784,13.314999989233911,13.420000002952293,13.275000004796311,13.414999993983656,13.455000007525086,13.195000006817281,13.399999996181577,13.309999980265275,13.160000002244487,13.380000018514693,13.334999996004626,13.464999996358529,13.379999989410862,13.325000007171184,13.280000013764948,13.259999977890402,13.400000025285408,13.339999975869432,13.270000024931505,13.424999982817098,13.349999993806705,13.21000000461936,13.349999993806705,13.345000013941899,13.32999998703599,13.455000007525086,13.399999996181577,13.280000013764948,13.319999998202547,13.474999985191971,13.245000009192154,13.264999986859038,13.375000009546056,13.280000013764948,13.384999998379499,13.405000005150214,13.229999982286245,13.380000018514693,13.374999980442226,13.234999991254881,13.380000018514693,13.405000005150214,13.355000002775341,13.384999998379499,13.229999982286245,13.29000000259839,13.494999991962686,13.325000007171184,13.425000011920929,13.624999992316589,13.425000011920929]",94.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
127,html-keyboard-response,127,208979,0.0-16.17-3.17,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,html-keyboard-response,128,209383,0.0-16.18-0.18,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,html-keyboard-response,129,209634,0.0-16.18-1.18,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,RDK,130,210312,0.0-16.18-2.18,677.1799999987708,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.15848931924611143,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.291500000050291,"[11.119999981019646,13.300000020535663,13.355000002775341,13.284999993629754,13.340000004973263,13.319999998202547,13.454999978421256,13.245000009192154,13.384999998379499,13.405000005150214,13.254999998025596,13.455000007525086,15.714999986812472,10.800000018207356,13.394999987212941,13.260000006994233,16.470000002300367,10.329999990062788,13.245000009192154,16.414999990956858,10.265000018989667,13.36999997147359,13.310000009369105,13.399999996181577,13.245000009192154,13.32999998703599,13.435000000754371,13.275000004796311,13.260000006994233,13.349999993806705,13.315000018337741,17.174999986309558,9.565000014845282,13.324999978067353,13.390000007348135,16.380000015487894,10.389999981271103,13.240000000223517,13.319999998202547,13.500000000931323,13.180000009015203,13.325000007171184,13.319999998202547,13.394999987212941,13.284999993629754,13.37000000057742,13.315000018337741,13.32999998703599,13.334999996004626,13.33000001613982]",50.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
131,html-keyboard-response,131,210863,0.0-16.18-3.18,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,html-keyboard-response,132,211465,0.0-16.19-0.19,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,html-keyboard-response,133,211715,0.0-16.19-1.19,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,RDK,134,212313,0.0-16.19-2.19,597.1650000137743,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.5011872336272722",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.278636363049207,"[10.824999975739047,13.399999996181577,13.230000011390075,13.345000013941899,13.359999982640147,13.300000020535663,13.319999998202547,13.439999980619177,13.544999994337559,13.100000011036173,13.254999998025596,13.550000003306195,13.080000004265457,13.32999998703599,13.415000023087487,13.40999998501502,13.154999993275851,13.395000016316772,13.359999982640147,13.220000022556633,13.454999978421256,13.325000007171184,13.360000011743978,13.24999998905696,13.479999994160607,13.185000017983839,13.334999996004626,13.420000002952293,13.399999996181577,13.269999995827675,13.349999993806705,13.284999993629754,13.310000009369105,13.340000004973263,13.405000005150214,13.305000000400469,13.469999976223335,13.180000009015203,13.384999998379499,13.349999993806705,13.230000011390075,13.384999998379499,13.425000011920929,13.324999978067353]",44.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
135,html-keyboard-response,135,212866,0.0-16.19-3.19,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,html-keyboard-response,136,213267,0.0-16.20-0.20,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,html-keyboard-response,137,213519,0.0-16.20-1.20,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,RDK,138,214431,0.0-16.20-2.20,912.000000011176,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.15848931924611143",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.256838235333015,"[8.10000000637956,13.139999995473772,17.109999986132607,9.650000021792948,13.19499997771345,13.395000016316772,13.310000009369105,13.28999997349456,13.360000011743978,13.29000000259839,13.455000007525086,13.324999978067353,13.310000009369105,13.269999995827675,13.315000018337741,13.344999984838068,13.390000007348135,13.284999993629754,13.305000000400469,13.390000007348135,13.284999993629754,13.444999989587814,13.405000005150214,13.154999993275851,13.360000011743978,13.384999998379499,13.29000000259839,13.379999989410862,13.305000000400469,13.285000022733584,13.444999989587814,13.284999993629754,13.37000000057742,13.319999998202547,13.384999998379499,13.245000009192154,13.275000004796311,13.44999999855645,13.310000009369105,13.344999984838068,13.325000007171184,13.405000005150214,13.349999993806705,13.204999995650724,13.275000004796311,13.435000000754371,13.355000002775341,13.334999996004626,13.355000002775341,13.349999993806705,13.299999991431832,13.399999996181577,13.365000020712614,13.319999998202547,13.389999978244305,13.305000000400469,13.255000027129427,13.399999996181577,13.334999996004626,13.279999984661117,13.225000002421439,13.485000003129244,13.240000000223517,13.41000001411885,13.435000000754371,13.240000000223517,13.32999998703599,13.405000005150214]",68.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
139,html-keyboard-response,139,214984,0.0-16.20-3.20,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,html-keyboard-response,140,215486,0.0-16.21-0.21,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,html-keyboard-response,141,215737,0.0-16.21-1.21,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,RDK,142,216748,0.0-16.21-2.21,1009.9800000025424,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.31622776601683794",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.207105262967833,"[3.5399999760556966,13.54500002344139,13.084999984130263,13.33000001613982,13.324999978067353,13.415000023087487,13.504999980796129,13.115000008838251,13.294999982463196,13.280000013764948,13.405000005150214,13.509999989764765,13.124999997671694,13.41000001411885,16.40999998198822,10.225000005448237,16.44999999552965,10.225000005448237,13.275000004796311,13.349999993806705,13.37000000057742,13.319999998202547,13.390000007348135,13.215000013587996,13.404999976046383,13.390000007348135,13.340000004973263,13.24999998905696,13.399999996181577,13.380000018514693,13.309999980265275,13.38500002748333,13.259999977890402,13.365000020712614,13.384999998379499,13.29000000259839,13.259999977890402,13.464999996358529,13.245000009192154,13.379999989410862,13.275000004796311,13.305000000400469,13.345000013941899,13.559999992139637,13.234999991254881,13.365000020712614,13.299999991431832,13.240000000223517,13.429999991785735,13.390000007348135,13.175000000046566,13.399999996181577,13.349999993806705,13.305000000400469,16.36000000871718,10.385000001406297,13.390000007348135,13.244999980088323,13.310000009369105,13.325000007171184,13.44999999855645,13.269999995827675,13.245000009192154,13.48999998299405,13.280000013764948,13.319999998202547,13.284999993629754,13.460000016493723,13.319999998202547,13.29000000259839,13.414999993983656,13.234999991254881,13.384999998379499,13.360000011743978,13.389999978244305,13.230000011390075]",76.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
143,html-keyboard-response,143,217299,0.0-16.21-3.21,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,html-keyboard-response,144,217700,0.0-16.22-0.22,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,html-keyboard-response,145,217953,0.0-16.22-1.22,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,RDK,146,218711,0.0-16.22-2.22,757.8000000212343,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.13368109676531073",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.372767856968233,"[15.94499999191612,12.909999990370125,13.215000013587996,13.245000009192154,13.399999996181577,13.324999978067353,13.270000024931505,13.334999996004626,13.459999987389892,13.219999993452802,13.37000000057742,13.340000004973263,13.230000011390075,13.440000009723008,13.259999977890402,13.460000016493723,13.275000004796311,13.424999982817098,13.319999998202547,13.245000009192154,13.384999998379499,13.390000007348135,13.204999995650724,13.455000007525086,13.399999996181577,13.214999984484166,13.440000009723008,13.21000000461936,13.305000000400469,13.405000005150214,13.414999993983656,16.260000003967434,14.644999988377094,9.129999991273507,13.295000011567026,13.29000000259839,13.399999996181577,13.394999987212941,13.175000000046566,13.430000020889565,13.405000005150214,13.19499997771345,13.390000007348135,13.384999998379499,13.24999998905696,13.460000016493723,13.294999982463196,13.46500002546236,13.099999981932342,13.395000016316772,13.324999978067353,13.395000016316772,13.29000000259839,13.494999991962686,13.080000004265457,13.414999993983656]",56.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
147,html-keyboard-response,147,219264,0.0-16.22-3.22,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,html-keyboard-response,148,219766,0.0-16.23-0.23,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,html-keyboard-response,149,220018,0.0-16.23-1.23,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,RDK,150,220713,0.0-16.23-2.23,695.015000004787,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.31622776601683794,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.168269230496106,"[4.530000005615875,13.389999978244305,13.265000015962869,13.48999998299405,13.205000024754554,13.284999993629754,13.309999980265275,13.365000020712614,13.324999978067353,13.405000005150214,13.295000011567026,13.420000002952293,13.225000002421439,16.455000004498288,10.284999996656552,13.314999989233911,13.284999993629754,13.345000013941899,13.325000007171184,13.364999991608784,13.379999989410862,13.325000007171184,13.44999999855645,13.310000009369105,13.305000000400469,13.364999991608784,13.260000006994233,13.37000000057742,13.334999996004626,13.384999998379499,13.245000009192154,13.324999978067353,13.44999999855645,13.355000002775341,13.21000000461936,13.349999993806705,13.384999998379499,13.445000018691644,13.234999991254881,13.379999989410862,13.335000025108457,13.324999978067353,13.355000002775341,13.269999995827675,13.305000000400469,13.415000023087487,13.399999996181577,13.314999989233911,13.215000013587996,13.459999987389892,13.204999995650724,13.399999996181577]",52.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
151,html-keyboard-response,151,221266,0.0-16.23-3.23,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,html-keyboard-response,152,221768,0.0-16.24-0.24,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,html-keyboard-response,153,222020,0.0-16.24-1.24,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,RDK,154,222933,0.0-16.24-2.24,913.0299999960698,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.13368109676531073",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.19260869564934,"[3.3949999778997153,13.350000022910535,13.244999980088323,16.455000004498288,13.225000002421439,10.29999999445863,13.310000009369105,13.384999998379499,13.310000009369105,13.27499997569248,17.229999997653067,9.530000010272488,13.314999989233911,16.135000012582168,10.53999998839572,13.275000004796311,13.399999996181577,13.384999998379499,13.320000027306378,13.435000000754371,13.204999995650724,13.305000000400469,13.435000000754371,16.349999990779907,10.405000008177012,13.264999986859038,13.349999993806705,13.360000011743978,13.32999998703599,13.185000017983839,13.474999985191971,13.315000018337741,13.355000002775341,13.264999986859038,13.340000004973263,13.424999982817098,13.295000011567026,13.29000000259839,13.440000009723008,13.199999986682087,13.44999999855645,13.24999998905696,13.275000004796311,13.505000009899959,13.29000000259839,13.310000009369105,13.32999998703599,13.260000006994233,13.340000004973263,13.509999989764765,13.334999996004626,13.200000015785918,13.429999991785735,13.240000000223517,13.37000000057742,13.479999994160607,16.414999990956858,10.165000014239922,13.444999989587814,13.265000015962869,13.27499997569248,13.285000022733584,13.574999989941716,13.145000004442409,13.305000000400469,13.355000002775341,13.340000004973263,13.444999989587814,13.295000011567026]",69.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
155,html-keyboard-response,155,223486,0.0-16.24-3.24,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,html-keyboard-response,156,224087,0.0-16.25-0.25,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,html-keyboard-response,157,224339,0.0-16.25-1.25,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,RDK,158,225629,0.0-16.25-2.25,1289.7099999827333,,75.0,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.31622776601683794",0.0,2.0,7.0,2.0,140.0,550.0,"black,white",gray,2.0,4.0,2.0,13.250309278463616,"[5.090000020572916,13.364999991608784,16.070000012405217,11.249999981373549,12.47499999590218,13.41000001411885,16.414999990956858,13.180000009015203,10.359999985666946,13.340000004973263,13.310000009369105,13.37000000057742,13.589999987743795,13.005000015255064,13.394999987212941,13.380000018514693,13.305000000400469,13.324999978067353,13.470000005327165,13.225000002421439,13.299999991431832,16.28999999957159,10.370000003604218,13.49000001209788,13.340000004973263,13.314999989233911,13.264999986859038,13.305000000400469,13.325000007171184,13.380000018514693,13.229999982286245,16.50500000687316,10.320000001229346,13.310000009369105,13.279999984661117,13.340000004973263,13.260000006994233,13.389999978244305,13.41000001411885,13.264999986859038,13.325000007171184,13.420000002952293,13.29000000259839,13.32999998703599,13.375000009546056,13.310000009369105,13.32999998703599,13.430000020889565,13.224999973317608,13.29000000259839,13.445000018691644,13.240000000223517,13.429999991785735,13.29000000259839,13.479999994160607,13.154999993275851,13.375000009546056,13.399999996181577,13.325000007171184,13.275000004796311,13.420000002952293,13.269999995827675,13.294999982463196,13.334999996004626,13.540000014472753,13.264999986859038,13.384999998379499,13.260000006994233,13.230000011390075,13.435000000754371,13.275000004796311,13.374999980442226,13.395000016316772,13.305000000400469,13.439999980619177,13.355000002775341,13.390000007348135,13.119999988703057,13.29000000259839,13.400000025285408,13.599999976577237,13.420000002952293,13.080000004265457,13.305000000400469,13.425000011920929,13.639999990118667,12.879999994765967,13.325000007171184,13.32999998703599,13.415000023087487,13.240000000223517,13.419999973848462,13.255000027129427,13.349999993806705,13.325000007171184,13.314999989233911,13.414999993983656]",97.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
159,html-keyboard-response,159,226181,0.0-16.25-3.25,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,html-keyboard-response,160,226782,0.0-16.26-0.26,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,html-keyboard-response,161,227034,0.0-16.26-1.26,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,RDK,162,227899,0.0-16.26-2.26,865.219999977853,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.1127560880277731,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.249076923015167,"[8.635000005597249,9.209999989252537,13.33000001613982,13.24999998905696,13.319999998202547,13.480000023264438,13.109999999869615,13.379999989410862,13.479999994160607,13.219999993452802,16.340000001946464,10.520000010728836,13.180000009015203,13.399999996181577,13.264999986859038,13.514999998733401,13.540000014472753,12.950000003911555,13.319999998202547,13.474999985191971,13.29000000259839,13.254999998025596,16.36000000871718,10.320000001229346,13.355000002775341,13.319999998202547,13.32999998703599,16.405000002123415,10.329999990062788,16.32000002427958,10.31499999226071,13.429999991785735,13.380000018514693,13.159999973140657,13.485000003129244,13.325000007171184,13.184999988880008,16.475000011269003,10.31499999226071,13.275000004796311,13.375000009546056,13.379999989410862,13.219999993452802,13.380000018514693,13.29000000259839,13.305000000400469,13.394999987212941,13.319999998202547,13.340000004973263,13.524999987566844,13.21000000461936,13.275000004796311,13.500000000931323,13.175000000046566,13.405000005150214,13.394999987212941,13.355000002775341,13.185000017983839,13.40999998501502,13.364999991608784,13.320000027306378,13.32999998703599,13.394999987212941,13.270000024931505,16.51999997557141]",65.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
163,html-keyboard-response,163,228451,0.0-16.26-3.26,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,html-keyboard-response,164,229053,0.0-16.27-0.27,,<font color='grey'>coh2</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,html-keyboard-response,165,229304,0.0-16.27-1.27,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,RDK,166,230123,0.0-16.27-2.27,818.8849999860395,,80.0,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.26672885459953255,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,black",gray,2.0,4.0,2.0,13.36081967246337,"[14.935000013792887,13.284999993629754,13.254999998025596,13.390000007348135,13.265000015962869,13.56999998097308,13.035000010859221,13.405000005150214,13.225000002421439,13.444999989587814,13.314999989233911,13.390000007348135,13.165000011213124,13.414999993983656,13.340000004973263,13.324999978067353,13.350000022910535,13.32999998703599,13.340000004973263,13.355000002775341,16.470000002300367,10.209999978542328,13.46500002546236,13.264999986859038,13.260000006994233,13.340000004973263,13.37000000057742,13.32999998703599,13.364999991608784,13.305000000400469,13.33000001613982,13.349999993806705,13.334999996004626,13.41000001411885,13.424999982817098,16.28000001073815,10.29999999445863,13.379999989410862,13.230000011390075,13.375000009546056,13.405000005150214,13.419999973848462,13.145000004442409,13.464999996358529,13.225000002421439,13.325000007171184,13.440000009723008,13.37000000057742,13.204999995650724,13.275000004796311,13.519999978598207,13.160000002244487,13.360000011743978,13.344999984838068,13.415000023087487,13.284999993629754,13.470000005327165,13.204999995650724,13.340000004973263,13.340000004973263,13.364999991608784]",61.0,960.0,468.5,False,20.0,20.0,black,1.0,True,2.0,"45,-45",black,1920.0,937.0,,
167,html-keyboard-response,167,230674,0.0-16.27-3.27,,<h2 style='background: white;padding: 10px;'> <font color='green'>Correct! </font> </h2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,html-keyboard-response,168,231177,0.0-16.28-0.28,,<font color='grey'>coh1</font>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,html-keyboard-response,169,231429,0.0-16.28-1.28,,"<div style=""font-size:60px;"">+</div>",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
