,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,responses,correct,choices,correct_choice,trial_duration,response_ends_trial,number_of_apertures,number_of_dots,number_of_sets,coherent_direction,coherence,opposite_coherence,dot_radius,dot_life,move_distance,aperture_width,aperture_height,dot_color,background_color,RDK_type,aperture_type,reinsert_type,frame_rate,frame_rate_array,number_of_frames,aperture_center_x,aperture_center_y,fixation_cross,fixation_cross_width,fixation_cross_height,fixation_cross_color,fixation_cross_thickness,border,colour_config,rotation_config,border_color,canvas_width,canvas_height,stair_coh1,stair_coh2
1061,,,,html-keyboard-response,1061,1283197,0.0-26.0-0.0-13.0-1.0-1.0-2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062,,,,html-keyboard-response,1062,1283610,0.0-26.0-0.0-13.0-1.0-1.0-3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1063,1283862,0.0-26.0-0.0-13.0-1.0-1.0-0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1064,2055.655000032857,,75.0,RDK,1064,1285923,0.0-26.0-0.0-13.0-1.0-1.0-1.45,,False,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.1320278513555927,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.601219512067914,"[26.714999927207828,14.990000054240227,9.334999835118651,13.740000082179904,16.654999926686287,15.625,14.355000108480453,19.27999989129603,12.104999972507358,15.570000046864152,17.020000144839287,16.854999819770455,16.155000077560544,16.134999925270677,17.65500009059906,17.190000042319298,21.290000062435865,11.79499994032085,15.48999990336597,16.635000007227063,17.740000039339066,19.499999936670065,12.80000014230609,16.974999802187085,16.310000093653798,17.46500004082918,19.43999994546175,13.620000099763274,15.849999850615859,16.790000023320317,17.635000171139836,25.314999977126718,12.20499980263412,13.115000212565064,15.109999803826213,17.15000020340085,25.494999950751662,11.599999852478504,12.349999975413084,16.785000218078494,16.4899998344481,18.085000105202198,21.229999838396907,13.330000219866633,14.419999904930592,17.014999873936176,16.905000200495124,16.57999982126057,16.88000001013279,16.89500012435019,15.639999881386757,17.785000149160624,16.774999909102917,15.589999966323376,16.90499996766448,16.060000052675605,16.71000011265278,17.22499984316528,16.290000174194574,16.709999879822135,19.1900001373142,15.574999852105975,15.834999969229102,17.020000144839287,16.57500001601875,23.019999964162707,11.55499997548759,14.759999932721257,16.56000013463199,18.019999843090773,15.205000061541796,16.57500001601875,17.389999935403466,16.820000018924475,22.374999942258,11.360000120475888,15.559999970719218,16.40999992378056,17.190000042319298,16.390000004321337,16.790000023320317,16.259999945759773,16.675000078976154,17.16000004671514,16.76000002771616,18.034999957308173,16.915000043809414,15.079999808222055,17.794999992474914,29.18500010855496,8.875000057742,11.79499994032085,15.140000032261014,17.50499987974763,32.30500011704862,8.614999940618873,11.850000126287341,12.574999826028943,17.29500014334917,17.389999935403466,21.154999965801835,11.984999990090728,15.755000058561563,17.035000026226044,17.384999897331,18.25500000268221,16.21500006876886,14.664999907836318,16.500000143423676,17.229999881237745,22.439999971538782,14.195000054314733,12.864999938756227,17.2050001565367,17.42499996908009,17.0499999076128,16.00000006146729,16.92999992519617,15.730000101029873,16.229999950155616,17.865000059828162,17.039999831467867,16.050000209361315]",123.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1065,,,,html-keyboard-response,1065,1286477,0.0-26.0-0.0-13.0-1.0-1.0-2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066,,,,html-keyboard-response,1066,1287080,0.0-26.0-0.0-13.0-1.0-1.0-3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1067,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1067,1287332,0.0-26.0-0.0-13.0-1.0-1.0-0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1068,1794.4699998479334,,75.0,RDK,1068,1289134,0.0-26.0-0.0-13.0-1.0-1.0-1.46,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.1320278513555927,0.13192721362117144",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.97195238167686,"[27.070000069215894,21.56500006094575,26.09499986283481,12.69000000320375,12.395000085234642,16.109999967738986,24.609999964013696,37.38499991595745,16.060000052675605,14.549999963492155,13.235000194981694,13.414999935775995,18.114999867975712,12.839999981224537,16.090000048279762,16.625000163912773,22.75999984703958,12.94500008225441,14.694999903440475,15.535000013187528,18.2950000744313,15.334999887272716,17.025000182911754,16.08999981544912,17.149999970570207,17.70500000566244,15.545000089332461,16.890000086277723,16.564999939873815,15.9750001039356,17.124999780207872,17.120000207796693,21.354999858886003,13.70500004850328,15.254999976605177,16.354999970644712,20.585000049322844,13.684999896213412,15.015000011771917,16.530000139027834,16.919999849051237,19.750000210478902,14.734999975189567,15.629999805241823,16.500000143423676,16.19499991647899,18.834999995306134,15.370000153779984,16.88999985344708,19.395000068470836,13.19499989040196,18.275000154972076,15.389999840408564,16.910000005736947,18.03000015206635,14.830000000074506,17.539999913424253,15.64999995753169,18.77500000409782,14.205000130459666,17.099999822676182,16.42500003799796,16.625000163912773,27.37499983049929,11.455000145360827,11.874999850988388,16.675000078976154,29.63500004261732,10.104999877512455,11.584999971091747,14.61500022560358,16.52999990619719,26.305000064894557,13.214999809861183,13.890000060200691,14.88999999128282,15.585000161081553,16.974999802187085,16.75000018440187,16.524999868124723,20.775000099092722,13.774999883025885,15.705000143498182,16.03499986231327,17.244999995455146,19.650000147521496,12.799999909475446,17.364999977871776,17.909999936819077,19.275000086054206,12.734999880194664,16.17500022985041,16.454999800771475,17.505000112578273,18.094999948516488,16.460000071674585,15.00999997369945,16.64999988861382,17.045000102370977,16.860000090673566,16.44999999552965,16.884999815374613,15.920000150799751,16.57999982126057,17.450000159442425]",105.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1069,,,,html-keyboard-response,1069,1289715,0.0-26.0-0.0-13.0-1.0-1.0-2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1070,,,,html-keyboard-response,1070,1290118,0.0-26.0-0.0-13.0-1.0-1.0-3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1071,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1071,1290413,0.0-26.0-0.0-13.0-1.0-1.0-0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1072,1627.570000011474,,75.0,RDK,1072,1292068,0.0-26.0-0.0-13.0-1.0-1.0-1.47,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.1320278513555927",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.665206185167598,"[24.90999992005527,19.635000033304095,12.839999981224537,13.789999997243285,15.91499987989664,14.995000092312694,13.289999915286899,16.715000150725245,16.444999957457185,16.564999939873815,16.930000158026814,16.334999818354845,17.42499996908009,22.200000006705523,11.78500009700656,15.075000002980232,16.874999972060323,17.754999920725822,22.890000138431787,12.524999910965562,13.615000061690807,16.36000000871718,17.259999876841903,16.980000073090196,16.71999995596707,16.37500012293458,16.354999970644712,16.24999986961484,17.715000081807375,16.629999969154596,17.875000135973096,14.654999831691384,17.20000011846423,17.419999931007624,16.994999954476953,19.595000194385648,12.489999877288938,16.28000009804964,18.42499990016222,24.734999984502792,12.159999925643206,12.085000053048134,16.250000102445483,17.08999997936189,26.289999950677156,11.454999912530184,13.430000049993396,14.815000118687749,16.67499984614551,19.715000176802278,14.794999966397882,15.669999876990914,16.64000004529953,16.319999936968088,18.250000197440386,15.759999863803387,16.8550000526011,16.12000004388392,16.46499987691641,17.740000039339066,20.675000036135316,13.909999979659915,19.89499991759658,12.280000140890479,16.395000042393804,17.694999929517508,24.97999998740852,11.879999889060855,12.625000206753612,15.669999876990914,16.59999997355044,17.165000084787607,16.429999843239784,16.14500000141561,16.605000011622906,18.43000017106533,21.034999983385205,12.300000060349703,15.064999926835299,16.814999980852008,28.759999899193645,11.700000148266554,11.29999989643693,14.364999951794744,16.629999969154596,17.170000122860074,17.25500007160008,16.59999997355044,16.4899998344481,16.795000061392784,16.165000153705478,16.92999992519617,17.029999988153577,17.44000008329749,15.084999846294522,16.465000109747052,18.34499998949468]",97.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1073,,,,html-keyboard-response,1073,1292625,0.0-26.0-0.0-13.0-1.0-1.0-2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1074,,,,html-keyboard-response,1074,1293036,0.0-26.0-0.0-13.0-1.0-1.0-3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1075,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1075,1293299,0.0-26.0-0.0-13.0-1.0-1.0-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,781.0949999839067,,80.0,RDK,1076,1294085,0.0-26.0-0.0-13.0-1.0-1.0-1.48,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"90,-90","0.13192721362117144,0.26395506497676413",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.605652175317314,"[27.495000045746565,10.18999982625246,14.85500019043684,12.119999853894114,16.68000011704862,16.004999866709113,16.515000024810433,16.97500003501773,17.56999990902841,16.085000010207295,16.51000021956861,16.47999999113381,16.734999837353826,16.534999944269657,17.84500014036894,15.780000016093254,16.219999874010682,16.56999997794628,17.265000147745013,16.395000042393804,16.940000001341105,16.564999939873815,16.24000002630055,17.18500000424683,17.51999999396503,15.424999874085188,16.724999994039536,16.860000090673566,16.8399999383837,16.66500000283122,17.364999977871776,15.795000130310655,16.724999994039536,16.734999837353826,16.260000178590417,24.90999992005527,11.799999978393316,13.144999975338578,16.8700001668185,17.014999873936176,16.99999999254942,20.19999991171062,12.865000171586871,16.164999920874834,16.485000029206276,16.73500007018447]",46.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1077,,,,html-keyboard-response,1077,1294641,0.0-26.0-0.0-13.0-1.0-1.0-2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1078,,,,html-keyboard-response,1078,1295259,0.0-26.0-0.0-13.0-1.0-1.0-3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1079,1295515,0.0-26.0-0.0-13.0-1.0-1.0-0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,746.2299999315293,,75.0,RDK,1080,1296263,0.0-26.0-0.0-13.0-1.0-1.0-1.49,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0,0.6",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.755681818308812,"[24.800000013783574,11.969999875873327,16.745000146329403,16.54500002041459,16.109999967738986,17.334999982267618,16.330000013113022,16.22499991208315,17.830000026151538,18.93500005826354,13.23499996215105,17.250000033527613,16.439999919384718,17.290000105276704,15.91499987989664,16.68000011704862,16.764999832957983,16.80000009946525,16.844999976456165,16.44999999552965,16.465000109747052,16.534999944269657,16.820000018924475,17.61500001884997,16.04999997653067,16.5200000628829,16.414999961853027,16.68999996036291,16.55499986372888,17.905000131577253,15.665000071749091,16.19999995455146,16.80999994277954,17.035000026226044,16.814999980852008,16.564999939873815,16.250000102445483,16.644999850541353,17.240000190213323,17.199999885633588,16.130000120028853,16.234999988228083,16.829999862238765,17.565000103786588]",44.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1081,,,,html-keyboard-response,1081,1296825,0.0-26.0-0.0-13.0-1.0-1.0-2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1082,,,,html-keyboard-response,1082,1297328,0.0-26.0-0.0-13.0-1.0-1.0-3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1083,1297581,0.0-26.0-0.0-13.0-1.0-1.0-0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1084,2806.850000051781,,75.0,RDK,1084,1300391,0.0-26.0-0.0-13.0-1.0-1.0-1.50,,False,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.1320278513555927,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.67520958054699,"[32.8999999910593,14.755000127479434,22.674999898299575,10.904999915510416,9.310000110417604,11.464999988675117,15.52999997511506,16.61500008776784,15.734999906271696,16.605000011622906,16.850000014528632,16.509999986737967,16.490000067278743,16.779999947175384,16.899999929592013,16.315000131726265,18.72999989427626,15.00999997369945,16.354999970644712,16.780000180006027,16.739999875426292,17.955000046640635,15.60000004246831,16.115000005811453,16.67499984614551,16.56000013463199,17.370000015944242,16.309999860823154,16.490000067278743,16.814999980852008,18.330000108107924,14.979999978095293,16.56999997794628,16.439999919384718,16.860000090673566,17.014999873936176,16.985000111162663,17.85499998368323,15.170000027865171,16.245000064373016,16.76000002771616,16.949999844655395,17.970000160858035,15.499999979510903,16.43499988131225,16.474999953061342,17.235000152140856,16.334999818354845,20.85500000976026,12.390000047162175,16.47999999113381,17.149999970570207,16.35000016540289,17.155000008642673,15.904999803751707,16.65500015951693,16.74499991349876,16.745000146329403,18.834999995306134,14.555000001564622,18.459999933838844,15.029999893158674,16.5049999486655,17.060000216588378,16.239999793469906,16.75000018440187,16.910000005736947,16.485000029206276,16.8399999383837,16.764999832957983,16.47000014781952,16.57500001601875,16.66500000283122,16.414999961853027,17.489999998360872,15.98499994724989,16.650000121444464,16.8399999383837,16.804999904707074,17.97499996609986,15.160000184550881,16.419999999925494,16.589999897405505,16.73500007018447,17.21499999985099,16.485000029206276,16.76000002771616,16.605000011622906,16.544999787583947,16.66500000283122,18.185000168159604,15.694999834522605,16.005000099539757,16.645000083371997,16.98499987833202,16.790000023320317,16.80999994277954,15.885000117123127,17.16999989002943,17.0650000218302,16.94500003941357,15.940000070258975,16.234999988228083,17.100000055506825,16.52999990619719,17.634999938309193,16.115000005811453,16.100000124424696,16.80999994277954,16.55499986372888,16.900000162422657,16.629999969154596,17.0650000218302,16.859999857842922,16.65500015951693,16.57500001601875,18.884999910369515,15.175000065937638,16.799999866634607,16.055000014603138,16.534999944269657,18.345000222325325,15.384999802336097,16.635000007227063,17.195000080391765,15.940000070258975,17.190000042319298,16.44999999552965,17.959999851882458,14.965000096708536,16.700000036507845,17.78499991632998,17.819999950006604,17.690000124275684,18.38499982841313,13.255000114440918,15.069999964907765,32.420000061392784,10.024999966844916,11.870000045746565,12.329999823123217,16.63000020198524,18.350000027567148,15.834999969229102,17.029999988153577,16.700000036507845,15.689999796450138,17.760000191628933,15.674999915063381,17.019999912008643,31.84000006876886,11.054999893531203,12.760000070556998,12.445000000298023,14.470000052824616,21.17499988526106,15.315000200644135,15.644999919459224,23.689999943599105,13.805000111460686,14.169999863952398,14.300000155344605,19.434999907389283,15.554999932646751,14.97500017285347,16.08999981544912,16.724999994039536]",167.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1085,,,,html-keyboard-response,1085,1300949,0.0-26.0-0.0-13.0-1.0-1.0-2.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1086,,,,html-keyboard-response,1086,1301452,0.0-26.0-0.0-13.0-1.0-1.0-3.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1087,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1087,1301706,0.0-26.0-0.0-13.0-1.0-1.0-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1088,653.6449999548495,,80.0,RDK,1088,1302364,0.0-26.0-0.0-13.0-1.0-1.0-1.51,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0.6,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,18.085714289918545,"[39.170000003650784,12.540000025182962,28.780000051483512,12.494999915361404,16.340000089257956,16.12999988719821,19.315000157803297,13.395000016316772,16.589999897405505,18.330000108107924,16.05999981984496,18.41500005684793,13.890000060200691,16.57500001601875,17.899999860674143,25.58500017039478,12.004999909549952,12.129999930039048,16.085000010207295,17.235000152140856,26.240000035613775,11.969999875873327,11.949999956414104,15.684999991208315,16.985000111162663,21.169999847188592,13.205000199377537,17.430000007152557,14.869999838992953,16.700000036507845,17.925000051036477,15.850000083446503,16.629999969154596,16.859999857842922,40.56500014849007]",35.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1089,,,,html-keyboard-response,1089,1302921,0.0-26.0-0.0-13.0-1.0-1.0-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,,,,html-keyboard-response,1090,1303524,0.0-26.0-0.0-13.0-1.0-1.0-3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1091,1303795,0.0-26.0-0.0-13.0-1.0-1.0-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,1122.5949998479337,,75.0,RDK,1092,1304941,0.0-26.0-0.0-13.0-1.0-1.0-1.52,,False,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,90","0.26395506497676413,0.13192721362117144",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.96399999782443,"[41.87999991700053,15.785000054165721,14.644999988377094,14.394999947398901,16.38499996624887,16.580000054091215,16.33500005118549,17.489999998360872,15.695000067353249,17.07499986514449,17.11999997496605,15.800000168383121,16.379999928176403,16.684999922290444,16.685000155121088,18.2799999602139,15.810000011697412,18.939999863505363,13.389999978244305,16.765000065788627,17.170000122860074,16.4899998344481,19.109999993816018,14.775000046938658,15.725000062957406,17.250000033527613,18.779999809339643,14.035000000149012,17.125000013038516,16.900000162422657,16.254999907687306,18.180000130087137,15.719999792054296,17.435000045225024,15.035000164061785,17.004999797791243,17.880000174045563,15.704999910667539,16.969999996945262,15.899999998509884,19.120000069960952,14.869999838992953,16.475000185891986,22.179999854415655,12.740000151097775,14.334999956190586,17.4000000115484,16.844999976456165,21.56500006094575,15.00999997369945,13.104999903589487,16.09500008635223,27.84499991685152,10.974999982863665,12.35500001348555,15.60000004246831,16.730000032112002,27.314999839290977,13.115000212565064,14.454999938607216,12.279999908059835,16.275000059977174,17.08999997936189,17.634999938309193,15.684999991208315]",65.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1093,,,,html-keyboard-response,1093,1305494,0.0-26.0-0.0-13.0-1.0-1.0-2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,,,,html-keyboard-response,1094,1305897,0.0-26.0-0.0-13.0-1.0-1.0-3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1095,1306168,0.0-26.0-0.0-13.0-1.0-1.0-0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,979.5549998525529,,75.0,RDK,1096,1307151,0.0-26.0-0.0-13.0-1.0-1.0-1.53,,True,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,90","0.1320278513555927,0",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.989210526573288,"[35.77499999664724,17.549999989569187,15.859999926760793,18.450000090524554,12.610000092536211,15.434999950230122,17.23999995738268,25.279999943450093,11.399999959394336,12.820000061765313,16.844999976456165,17.260000109672546,25.514999870210886,11.660000076517463,12.695000041276217,17.310000024735928,15.669999876990914,18.249999964609742,15.465000178664923,16.774999909102917,15.915000112727284,17.054999945685267,17.454999964684248,16.300000017508864,16.589999897405505,17.63999997638166,15.285000205039978,17.069999827072024,16.659999964758754,21.290000062435865,13.430000049993396,14.415000099688768,17.0349997933954,16.75000018440187,16.635000007227063,16.589999897405505,16.70500007458031,16.524999868124723,18.06499995291233,21.39000012539327,11.789999902248383,15.284999972209334,16.660000197589397,18.249999964609742,23.67999986745417,11.81000005453825,13.370000058785081,17.299999948590994,18.15999997779727,14.764999970793724,16.940000001341105,16.460000071674585,17.315000062808394,16.115000005811453,16.700000036507845,16.994999954476953,18.124999944120646]",57.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1097,,,,html-keyboard-response,1097,1307707,0.0-26.0-0.0-13.0-1.0-1.0-2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,,,,html-keyboard-response,1098,1308110,0.0-26.0-0.0-13.0-1.0-1.0-3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1099,1308368,0.0-26.0-0.0-13.0-1.0-1.0-0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,1664.0349999070165,,80.0,RDK,1100,1310038,0.0-26.0-0.0-13.0-1.0-1.0-1.54,,False,"k,p",k,4000.0,True,2.0,100.0,1.0,"90,-90","0.26395506497676413,0.13192721362117144",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.67025252574622,"[29.685000190511346,11.664999881759286,18.739999970421195,23.34000007249415,8.48499988205731,12.16000015847385,12.965000001713634,17.199999885633588,21.18999999947846,13.675000052899122,14.51499992981553,16.13500015810132,16.614999854937196,17.47000007890165,17.174999928101897,16.165000153705478,17.029999988153577,15.844999812543392,17.315000062808394,16.835000133141875,16.994999954476953,15.15499991364777,17.484999960288405,16.75000018440187,17.08999997936189,20.55000001564622,12.549999868497252,15.660000033676624,17.715000081807375,17.099999822676182,21.11000008881092,11.739999987185001,15.554999932646751,17.075000097975135,17.394999973475933,21.07000001706183,12.409999966621399,15.515000093728304,16.850000014528632,17.259999876841903,22.935000015422702,11.820000130683184,14.029999962076545,17.044999869540334,17.17500016093254,24.344999808818102,11.550000170245767,13.679999858140945,16.515000024810433,17.720000119879842,26.10999997705221,11.43499999307096,12.839999981224537,15.179999871179461,18.595000030472875,15.645000152289867,23.284999886527658,13.289999915286899,12.500000186264515,16.98499987833202,24.729999946430326,12.9700000397861,12.965000001713634,16.30500005558133,16.525000100955367,23.379999911412597,13.624999905005097,16.715000150725245,12.33999989926815,17.054999945685267,16.860000090673566,17.324999906122684,16.68000011704862,16.085000010207295,17.460000002756715,15.519999898970127,17.750000115484,16.330000013113022,15.579999890178442,17.075000097975135,16.964999958872795,16.739999875426292,16.930000158026814,15.810000011697412,16.844999976456165,17.340000020340085,16.30500005558133,16.58499985933304,16.714999917894602,16.140000196173787,17.22499984316528,16.700000036507845,17.244999995455146,16.910000005736947,15.799999935552478,16.245000064373016,17.02499995008111,17.45500019751489,16.184999840334058]",99.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1101,,,,html-keyboard-response,1101,1310592,0.0-26.0-0.0-13.0-1.0-1.0-2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1102,,,,html-keyboard-response,1102,1311094,0.0-26.0-0.0-13.0-1.0-1.0-3.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1103,1311350,0.0-26.0-0.0-13.0-1.0-1.0-0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,983.039999846369,,75.0,RDK,1104,1312338,0.0-26.0-0.0-13.0-1.0-1.0-1.55,,False,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,-90","0,0.1320278513555927",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.941140352731992,"[25.32500005327165,22.665000054985285,24.569999892264605,16.09500008635223,16.139999963343143,12.409999966621399,13.964999932795763,16.23000018298626,16.044999938458204,19.139999989420176,13.999999966472387,16.78499998524785,17.715000081807375,16.79499982856214,23.22000009007752,14.135000063106418,13.964999932795763,17.460000002756715,19.450000021606684,15.24000009521842,17.284999834373593,14.770000008866191,15.834999969229102,15.045000007376075,15.559999970719218,17.240000190213323,15.654999995604157,16.899999929592013,17.890000017359853,15.72999986819923,20.040000090375543,13.180000009015203,16.310000093653798,17.789999954402447,16.44999999552965,20.784999942407012,12.270000064745545,16.88999985344708,16.56000013463199,16.774999909102917,20.754999946802855,12.015000218525529,16.629999969154596,16.850000014528632,16.91499981097877,21.055000135675073,12.05000001937151,17.005000030621886,16.08999981544912,26.775000151246786,13.779999921098351,12.550000101327896,13.519999803975224,16.505000181496143,18.045000033453107,15.949999913573265,18.845000071451068]",57.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1105,,,,html-keyboard-response,1105,1312893,0.0-26.0-0.0-13.0-1.0-1.0-2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,,,,html-keyboard-response,1106,1313295,0.0-26.0-0.0-13.0-1.0-1.0-3.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,,"<div style=""font-size:60px;"">+</div>",,html-keyboard-response,1107,1313548,0.0-26.0-0.0-13.0-1.0-1.0-0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,891.2649999838322,,80.0,RDK,1108,1314445,0.0-26.0-0.0-13.0-1.0-1.0-1.56,,True,"k,p",p,4000.0,True,2.0,100.0,1.0,"-90,90","0.26395506497676413,0.13192721362117144",0.0,2.0,7.0,2.0,140.0,550.0,"white,white",gray,2.0,4.0,2.0,16.67264150894897,"[21.40500000678003,12.055000057443976,17.58500002324581,16.779999947175384,16.850000014528632,15.434999950230122,17.059999983757734,15.730000101029873,17.964999889954925,15.715000219643116,16.214999835938215,17.220000037923455,16.245000064373016,17.78499991632998,16.044999938458204,16.36000000871718,16.410000156611204,17.364999977871776,16.779999947175384,16.04999997653067,16.765000065788627,16.814999980852008,16.765000065788627,16.739999875426292,16.54500002041459,16.174999997019768,16.980000073090196,17.005000030621886,16.279999865218997,18.08000006712973,15.020000049844384,17.014999873936176,16.82500005699694,16.76000002771616,17.634999938309193,15.580000123009086,36.2099998164922,11.455000145360827,8.674999931827188,12.619999935850501,16.275000059977174,19.83999996446073,11.210000142455101,16.43499988131225,16.955000115558505,17.34499982558191,16.11000020056963,16.5049999486655,16.88999985344708,16.910000005736947,17.770000034943223,15.404999954625964,16.99999999254942]",53.0,683.0,312.5,False,20.0,20.0,black,1.0,True,2.0,"20,-20",black,1366.0,625.0,,
1109,,,,html-keyboard-response,1109,1315000,0.0-26.0-0.0-13.0-1.0-1.0-2.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
